Persian,Transliteration
شونده,/shavandih/
دادآفرید,/dād[']āfarīd/
دادآفرین,/dād[']āfarīn/
واریس,/vārīs/
یک دم,/yikdam/
درحال,/darhāl/
فراغ,/fa(i)rāq/
عربی,/'arabī/
فراغت,/fa(i)rāqat/
لغ,/laq/
عربده جویی,/'arbadijūy(')ī/
سنبل,/sambal/
ارزیاب,/'arzyāb/
شفیع,/shafī'/
شفیعا,/shafī'ā/
متعالی,/muta(i)'ālī/
شوره,/shūrih/
متعال,/muta(i)'āl/
انگاز,/'angāž/
راصد,/rāsid/
فراوار,/farāvār/
معول,/mi'val/
قلب کاری,/qalbkārī/
دراینده,/darāyandih/
درایوین سینما,/dirāyvīnsīna(i)mā/
انگاریدن,/'ingārīdan/
دمغازه,/dumqāzih/
قلب کار,/qalbkār/
گران فروش,/girānfurūsh/
مستکره,/mustakrah/
نکوهش,/nikūhish/
اشارات,/'ishārāt/
نکوه,/nikūh/
برگرداننده,/bargardānandih/
ادانی,/'adānī/
گوش,/gūsh/
ادامه,/'idāmih/
لعل فشان,/la'lfishān/
مقتوله,/maqtūlih/
لعلگر,/la'lgar/
دوستانه,/dūstānih/
داحول,/dāhūl/
عما,/'amā/
اکابر,/'akābir/
مثنوی,/masnavī/
آشناه,/'āsh[i]nāh/
روایح,/ravāyih/
بوخل,/būkhal/
روایت,/ra(i)vāyat/
سپاه,/sipāh/
بوخله,/būkhalih/
سپاناخ,/sipānākh/
گپ شیر,/gapshīr/
گردآمده,/gird[']āmadih/
واعظ,/vā'iz/
پیچیده چشم,/pīchīdichi(a)shm/
تمشک,/tamishk/
واضع,/vāzi'/
سایه ور,/sāyivar/
ساییدن,/sāy(')īdan/
بی هوشانه,/bīhūshānih/
شهروزه,/shahrūzih/
بوبویه,/būbūyih/
سهواللسان,/sahvullisān/
بوبونیون,/būbūnīyūn/
اضل,/'azal[l]/
بی خویش,/bīkhīsh/
اضلاع,/'azlā'/
جگرآگند,/jigar[']āgand/
قبور,/qubūr/
قبول,/qabūl/
ربوه,/rabvih/
رحیل,/rahīl/
هلالوش,/halālūsh/
ربی,/rabbī/
هلال,/hilāl/
شکم روش,/shikamravish/
رحیق,/rahīq/
شکم روه,/shikamravih/
مخلا,/mukhallā/
زهو,/zahv/
ساقی گری,/sāqīgarī/
زهوار,/zihvār/
هماتولوژی,/himatulužī/
انموذج,/'unmūzaj/
انما,/'inmā/
صنعتی,/san'atī/
حمایل,/hamāyil/
ممراض,/mimrāz/
ممر,/mamar[r]/
ریزبین,/rīzbīn/
ساقیانه,/sāqīyānih/
حماید,/hamāyid/
ریزبار,/rīzbār/
صنعتگری,/san'atgarī/
علی هذا,/'alāhāzā/
ورم,/varm/
کارگاه,/kārgāh/
فاکتور,/fāktu(ū)r/
عبدالجنه,/'abduljinnih/
علیه اللعنه,/'ali(a)yhilla'nih/
مسعود,/mas'ūd/
محمی,/mahmī/
محن,/mihan/
رجل,/rajul/
تلالؤ,/tala'lu'/
تلامذه,/talāmizih/
درود,/durūd/
وضی,/vazī'/
نشگنج,/nishgunj/
کرد,/kard/
رکوه,/rakvih/
دروبطارس,/darūbitāris/
کردار,/kirdār/
رکون,/rukūn/
اسپاس,/'ispās/
اسپاس دار,/'ispāsdār/
صفرا,/safrā/
سخن گویی,/sukhangūy(')ī/
سخن ناشنو,/sukhannāshinu[w]/
صفر,/safar/
کساردن,/kusārdan/
کسالت,/ka(i)sālat/
تعنت,/ta'annut/
محسوب,/mahsūb/
محسود,/mahsūd/
ورسیج,/varsīj/
ورشان,/varashān/
دوک,/dūk/
اسماعیلی,/'ismā'īlī/
اسماعیلیه,/'ismā'īlīy[y]ih/
دوقلو,/duqulū/
زمین دار,/za(i)mīndār/
بنگلک,/bungulak/
انصاف,/'ansāf/
اعتقاد,/'i'tiqād/
پیلسم,/pīlsum/
پیلسته,/pīlastih/
اعتضاد,/'i'tizād/
آگوش,/'āgūsh/
فرورفتن,/furūraftan/
تمحیق,/tamhīq/
تمحیص,/tamhīs/
آگوشیدن,/'āgūshīdan/
تار,/tār/
وان,/vān/
احسن القصص,/'ahsanulqisas/
اعمش,/'a'mash/
اسفرود,/'isfarūd/
اسفرم,/'isfaram/
اعمده,/'a'midih/
طفیل,/tufiyl/
پرتغالی,"/purti(u,a)qālī/"
طفیلی,/tufiylī/
موقوص,/mu[w]qūs/
سدیم,/sudīyum/
سدید,/sadīd/
زرنگ,/zarang/
چاره اندیش,/chāri'andīsh/
چاره,/chārih/
مخروبه,/makhrūbih/
جادوی,/jāduvī/
اسراف کار,/'isrāfkār/
دردمندی,/dardmandī/
حاجی لک لک,/hājīlaklak/
حاجیه,/hājīyih/
دردمند,/dardmand/
جادووش,/jādūvash/
دوچرخه,/ducharkhih/
شهه,/shihih/
دوچندان,/duchandān/
محترمه,/muhtaramih/
الکترولیت,/'ilict[i(u)]rulīt/
محترمانه,/muhtaramānih/
شپ شپ,/shapshap/
رئیس جمهور,/ra'īsjumhūr/
اسلاید,/'islāyd/
الکتروکاردیوگرام,/'ilikt[i(u)]rukār-dīyug[i]rām/
رئیس الوزرا,/ra'īsulvuzarā/
بدزبانی,/badzabānī/
ژالکه,/žālkih/
شل,/shal/
بدزبان,/badzabān/
روا,/ravā/
جوجه کشی,/jūjikishī/
متشوش,/mutashavvish/
روآور,/rū[']āvar/
جوجه تیغی,/jūjitīqī/
تماوت,/tamāvut/
عابس,/'ābis/
تبشیر,/tabshīr/
تمامی,/tamāmī/
عابره,/'ābirih/
تغمد,/taqammud/
روبر,/rūbur/
اشکفه,/'ishkufih/
احادیث,/'ahādīs/
هم بازی,/hambāzī/
هم بالا,/hambālā/
غمگینی,/qamgīnī/
تغمده اللـه برحمته,/taqammadahullāhubir-ahmatih[ī]/
شارف,/shārif/
شارع,/shāri'/
شاسعه,/shāsi'ih/
شیاد,/shayyād/
بچل,/bachal/
کارروا,/kārravā/
بچگی,/bachchigī/
مئذنه,/mi'zanih/
کاررس,/kārra(i)s/
شاسع,/shāsi'/
شیاب,/shīyāb/
صحفه,/sahfih/
صحف,/suhuf/
راست تک,/rāsttak/
مستراح,/mustarāh/
راست پیوند,/rāstpiyvand/
سیرج,/sīraj/
هریسه,/harīsih/
سیرت,/sīrat/
هریمن,/harīman/
تعاونی,/ta'āvunī/
جامد,/jāmid/
جامدادی,/jamidādī/
پالیزوان,/pālīzvān/
پالیزگاه,/pālīzgāh/
بددهنه,/baddahanih/
پرماز,/purmāz/
انسکاب,/'insikāb/
افحش,/'afhash/
متجسس,/mutajassis/
بدرام,/badrām/
آمارشناس,/'āmārshinās/
خودرایی,/khudra'yī/
انسلاخ,/'insilākh/
آماردن,/'āmārdan/
آسیب,/'āsīb/
آسیاکده,/'āsīyākadih/
مستعار,/musta'ār/
جویدن,/javīdan/
سبزه زار,/sabzizār/
مستظهر,/mustazhar/
غواصه,/qavvāsih/
غوالی,/qavālī/
استنان,/'istinān/
استنباط,/'istimbāt/
آلا,/'ālā/
ذره سان,/zarrisān/
آل آجیل,/'āl[']ājīl/
استیصال,/'istīsāl/
ذره پرور,/zarriparvar/
جموح,/jamūh/
هورمون,/hurmun/
دوتوی,/dutūy/
استیزه گر,/'istīzigar/
زردرو,/zardrū/
متفجع,/mutafajji'/
هورمزد,/hūrmazd/
دوته,/dutah/
فافا,/fāfā/
قیم,/qayyim/
فاغره,/fāqirih/
بهانه سازی,/bahānisāzī/
بهانه ساز,/bahānisāz/
اشکوهه,/'ushkūhih/
چکله,/chaklih/
همار,/hamār/
ماندن,/māndan/
همارا,/hamārā/
چکک,/chakak/
ماندگی,/māndigī/
اجغار,/'ajqār/
تلاشی,/talāshī/
تلاش,/talāsh/
گیاه فش,/gīyāhfash/
گیاه شیر,/gīyāhshīr/
غم کاه,/qamkāh/
رزین,/razīn/
دورگه,/duragih/
اسفهسالار,/'isfahsālār/
هوش,/hūsh/
اسفهبد,/'isfahbu(a)d/
هم یوغ,/hamyūq/
شاشک,/shāshak/
شاشنگ,/shāshang/
هنباز,/hambāz/
حال,/hāl/
تاب داده,/tābdādih/
سپیدگر,/sipīdgar/
تشتیت,/tashtīt/
تشجیع,/tashjī'/
واجار,/vājār/
سپیدمو,/sipīdmū/
رعشه,/ra'shih/
مدحه سرا,/madīhisu(a)rā/
رعده,/ra'dih/
اندوده,/'andūdih/
اندودن,/'andūdan/
کامیون,/kām[ī]yū(u)n/
کامیار,/kāmyār/
اقدم,/'aqdam/
گلمر,/gulmar/
بطیالسیر,/batī'ussiyr/
وعده گاه,/va'digāh/
لاله سار,/lālisār/
تیفوئید,/tīfu'(y)īd/
خلم,/khilm/
ضال,/zāl[l]/
وعر,/va'r/
گسیخته,/gusīkhtih/
ناخرسند,/nākhursand/
سبق خوان,/sabaqkhān/
داتورین,/dātūrīn/
کلیسا,/kilīsā/
پیشینه,/pīshīnih/
مجلوب,/majlūb/
پرتوه,/partavih/
کاربن,/kārbun/
کلیزه,/kalīzih/
محترق,/muhtariq/
مفکر,/mufakkir/
محترف,/muhtarif/
تفجع,/tafajju'/
مفقودالاثر,/mafqūdul'asar/
تمول,/tamavvul/
ر,/r/
تموک,/tamūk/
اندرزنیوش,/'andarznīyūsh/
گوهرآرا,/gu[w]har[']ārā/
بادشنام,/bādishnām/
تندباد,/tundbād/
تنداب,/tundāb/
نزدیکی,/nazdīkī/
نزدیک بین,/nazdīkbīn/
بادان,/bādān/
اعبا,/'a'bā/
رهن,/rahn/
اعانه,/'i'ānih/
خردله,/kharda(i)lih/
رهبان,/rahbān/
گو,/gu[w]/
رهبانیت,/ra(u)hbānīy[y]at/
روبنده,/rūbandih/
لو,/lu[w]/
آغاره,/'āqārih/
گنه گنه,/ganiganih/
آغارنده,/'āqārandih/
تطییر,/tatyīr/
مجموع,/majmū'/
روبند,/rūband/
بهرک,/bahrak/
بهرم,/bahram/
جادار,/jādār/
تطییب,/tatyīb/
خنب,/khamb/
ذائل,/zā'il/
ذائقه,/zā'(y)iqih/
مبدا,/mabda'/
مبدد,/mubaddad/
صیدگاه,/siydgāh/
رمیدگی,/ramīdigī/
پرنور,/purnūr/
پرنو,/parnū/
چشم وهم چشمی,/chi(a)shmuhamchishmī/
رمیار,/ramyār/
چشم وهام,/chi(a)shmvahām/
نشو,/nashv/
ستازن,/sitāzan/
صعاب,/si'āb/
لهیب,/lahīb/
ذاخر,/zākhir/
نشلیدن,/nashlīdan/
زرق,/zarq/
صریمت,/sarīmat/
زرقا,/zarqā/
آباژور,/'ābāžū(u)r/
انشراح,/'inshirāh/
حره,/hurrih/
آبال,/'ābāl/
انشاد,/'inshād/
خروسه,/khurūsih/
دم الاخوین,/damul'akhaviyn/
خروسک,/khurūsak/
اکمام,/'akmām/
مستعذب,/musta'zab/
کمی,
بابل,/bābul/
انگوژه,/'angūžih/
بابک,/bābak/
بقایا,/baqāyā/
انگوری,/'angūrī/
پرنداخ,/parandākh/
غزاله,/qazālih/
پرندخ,/parandakh/
امرود,/'amrūd/
غزالک,/qazālak/
امرداد,/'amurdād/
گنجایش,/gunjāyish/
دهخدا,/dihkhudā/
ده پنج زنی,/dahpanjzanī/
مشفوع,/mashfū'/
مشفقانه,/mushfiqānih/
مفروق,/mafrūq/
واتگر,/vātgar/
تخم مرغی,/tukhmimurqī/
واترپولو,/vātirpulu/
بخ بخ,/bakh bakh/
مفروض,/mafrūz/
نیات,/nīyyāt/
نیابت,/nīyābat/
بخاو,/bukhāv/
حاجی فیروز,/hājīfīrūz/
پاسپورت,/pāspurt/
پاسپر,/pāsipar/
بنی نوع,/banīnu[w]'/
پوست فروش,/pūstfurūsh/
چلوکباب,/chi(u)lu[w]kabāb/
مفضال,/mifzāl/
هان,/hān/
شاعره,/shā'irih/
فردافرد,/fardanfard/
آسانسور,/'āsānsur/
هامیان,/hāmyān/
فردا,/fardā/
آسان,/'āsān/
تالف,/ta'alluf/
استطراب,/'istitrāb/
تیرک,/tīrak/
تیرست,/tīrast/
جمال,/jamāl/
شو,/shu[w]/
نجم,/najm/
گردگیر,/gardgīr/
سوانح,/savānih/
شواهق,/shavāhiq/
مینوت,/mīnūt/
مینو,/mīnū/
تعالی,/ta'ālā/
تعال,/ta'āl/
سکز,/sakiz/
بیمگاه,/bīmgāh/
لشکرفروز,/lashkarfurūz/
سجیه,/sajīy[y]ih/
متفکر,/muti(a)fakkir/
متفکرانه,/muti(a)fakkirānih/
پیموده,/piymūdih/
دیگر,/dīgar/
پروین,/parvīn/
پیمودن,/piymūdan/
اطیار,/'atyār/
اطهر,/'athar/
مارگیاه,/mārgīyāh/
خرتال,/khartāl/
گیتی پرور,/gītīparvar/
خرپشته,/kharpushtih/
گیتی پژوه,/gītīpažūh/
کاره,/kārih/
مارگزیده,/mārgazīdih/
لرزناک,/larznāk/
لرزماهی,/larzmāhī/
تیرگی,/tīrigī/
تات,/tāt/
تاپو,/tāpū/
غربیله,/qarbīlih/
مشعر,/mash'ar/
پیمانه کش,/piymānikish/
هزبر,/hižabr/
موبق,/mu[w]biq/
مشعرالحرام,/mash'arulharām/
چفت,/chaft/
ربیع,/rabī'/
موبور,/mūbūr/
بیخ,/bīkh/
ربیثا,/rabīsā/
بی خانمان,/bīkhānimān/
لفاح,/luffāh/
دربایستن,/darbāyistan/
دربایست,/darbāyist/
دائما,/dā'iman/
دائم,/dā'im/
مانور,/mānuvr/
فیل اوژن,/fīl'u[w]žan/
همانند,/hamānand/
هماواز,/ham[']āvāz/
طامعه,/tāmi'ih/
فیلامان,/fīlāmān/
اسپرم,/'isparam/
طامع,/tāmi'/
ثمانی,/samānī/
اسپرک,/'isparak/
ثمانین,/samānīn/
ابرناک,/'abrnāk/
سربال,/sirbāl/
ساعد,/sā'id/
بلبله,/balbalih/
بلبل,/bulbul/
ساعور,/sā'ūr/
دله دزد,/daliduzd/
ابرکاکیا,/'abarkākīyā/
سه تار,/sitār/
زبوده,/zabūdih/
کند,/kand/
حرس,/hars/
دروازه بان,/darvāzibān/
انحطاط,/'inhitāt/
زبوخه,/zabūkhih/
اکیپ,/'ikīp/
زوبعه,/zu[w]bi'ih/
چلاننده,/chi(a)lānandih/
چلانده,/chi(a)lāndih/
عطیه,/'atīy[y]ih/
اکیاس,/'akyās/
سماق,/sumāq/
مشارالیهم,/mushārun'ilayhim/
دمگاه,/damgāh/
تندرفتار,/tundraftār/
رمه,/ramih/
تندرستی,/tandurustī/
رموک,/ramūk/
گاوزهره,/gāvzahrih/
رشک,/rashk/
عظات,/'izāt/
هم قسم,/hamqasam/
رشکن,/rashkin/
ضربه فنی,/zarbifannī/
عاشره,/'āshirih/
شحوم,/shuhūm/
شحیح,/shahīh/
ابطا,/'ibtā/
متریک,/mitrīc/
مترونوم,/mitrunum/
ابصر,/'absar/
هم شاگردی,/hamshāgirdī/
غازایاقی,/qāz[']ayāqī/
استوانه,/'ustuvānih/
واک,/vāk/
استوخودوس,/'ustukhuddūs/
زراع,/zurrā'/
واکاویدن,/vākāvīdan/
زراسنگ,/zarāsang/
شیرین,/shīrīn/
نرجس,/narjis/
قساسی,/qusāsī‌/
روتازه,/rūtāzih/
آژند,/'āžand/
آژنده,/'āžandih/
حصیر,/hasīr/
قس,/qa(i)s[s]/
یلم,/yalam/
حصید,/hasīd/
غین,/qiyn/
روتازگی,/rūtāzigī/
پرغونه,/parqūnih/
پرغصه,/purqussih/
تمغا,/tamqā/
مکمل,/mukammal/
م,/m/
کذب,/kizb/
مکلل,/mukallal/
کذاب,/kazzāb/
یشپ,/yashp/
یشتن,/yashtan/
رچک,/rachak/
تعشی,/ta'ashshī/
تیله,/tīlih/
پنیرمایه,/panīrmāyih/
رجیم,/rajīm/
تیم,/tīm/
پلاو,/pa(i)lāv/
حشمت,/hishmat/
زار,/zār/
دریادار,/daryādār/
دریاچه,/daryāchih/
تمغاچی,/tamqāchī/
طاق باز,/tāqbāz/
روب,/rūb/
گلاوه,/gilāvih/
کال,/kāl/
کالا,/kālā/
مشاوره,/mushāvirih/
جوانی,/javānī/
گلاویز,/galāvīz/
معنی,/ma'nī/
معنوی,/ma'navī/
ترویحه,/tarvīhih/
طاقت,/tāqat/
ترویح,/tarvīh/
دبر,/dubur/
دارا,/dārā/
شبرم,/shi(a)bram/
دبران,/dabarān/
قانع,/qāni'/
شبرنگ,/shabrang/
عفت,/'iffat/
قانص,/qānis/
بادزهره,/bādzahrih/
یاسا,/yāsā/
بادزهر,/bādzahr/
جوزا,/ju[w]zā/
دانش پناه,/dānishpanāh/
دانش پسند,/dānishpasand/
گر,/gar/
قرق چی,/quruqchī/
قرقر,/qirqir/
باعث,/bā'is/
لر,/lar/
مقیئ,/muqayyi'/
مقیم,/muqīm/
لیزم,/līzum/
پرنشیب,/purnashīb/
لیزنده,/līzandih/
فدرنگ,/fadrang/
دوغ,/dūq/
نکت,/nukat/
بلجم,/baljam/
فراختن,/farākhtan/
نکته,/nuktih/
نای انبان,/nay[']ambān/
تراپوتیک,/tirāpūtīk/
ترابیدن,/tarābīdan/
رکود,/rukūd/
فراخ جا,/farākhjā/
تاریکی,/tārīkī/
اسر,/'asr/
سوف,/sūf/
رکوب,/rukūb/
سوغان,/su[w]qān/
اسد,/'asad/
بیضه بند,/biyziband/
لام,/lām/
اشواق,/'ashvāq/
اشواط,/'ashvāt/
بیضی,/biyzī/
سحنه,/sahnih/
آفرازه,/'āfrāzih/
آفرنده,/'āfarandih/
آتش خای,/'ātashkhāy/
سحق,/sahq/
آتش خانه,/'ātashkhānih/
گوالیده,/guvālīdih/
گوالیدن,/guvālīdan/
چنگ پشت,/changpusht/
چنگ زن,/changzan/
بنفش,/banafsh/
بادامچه,/bādāmchih/
لایموت,/lāyamūt/
ارکیده,/'urkīdih/
قاسی,/qāsī/
خودکامه,/khudkāmih/
تنگه,/tangih/
خودکام,/khudkām/
قاسم الارزاق,/qāsimul'arzāq/
ولد,/valad/
ریدن,/rīdan/
کیفر,/ka(i)yfar/
معلول,/ma'lūl/
توغ,/tūq/
ولخرجی,/vilkharjī/
ترش با,/turshbā/
برف,/barf/
بود,/buvad/
برفاب,/barfāb/
باخت,/bākht/
قلمه,/qalamih/
ختل,/khatl/
باختر,/bākhtar/
اختزال,/'ikhtizāl/
بهدانه,/bihdānih/
بهدان,/bihdān/
روده شو,/rūdishū/
روده درازی,/rūdidirāzī/
خصایل,/khasāy(')il/
گاوخانی,/gāvkhānī/
گاوچهر,/gāvchihr/
قبرقه,/qab[a]ru(a)qih/
حفظ,/hifz/
بسوق,/busūq/
مدر,/madar/
رواد,/ravād/
اخترمه,/'akhtarmih/
حیات,/hayāt/
مددمعاش,/madadma'āsh/
ارنب,/'arnab/
یارایی,/yārāy(')ī/
راجل,/rājil/
ارمیدن,/'armīdan/
راجه,/rājih/
ابن,/'ibn/
نطاق,/nattāq/
ابلیس,/'iblīs/
ممد,/mumid[d]/
ممخضه,/mimkhazih/
شطرنج,/shatranj/
طرح,/tarh/
سرچین,/sarchīn/
ژفک,/žafk/
گردونه,/gardūnih/
ژف,/žaf/
سکافه,/sukāfih/
دیدوان,/dīdvān/
پاشیده,/pāshīdih/
پاشیر,/pāshīr/
دیدنی,/dīdanī/
دیده بان,/dīdibān/
مکیدن,/mi(a)kīdan/
کبالت,/kubālt/
دراز,/dirāz/
دیده باز,/dīdibāz/
جنم,/janam/
دراری,/darārī/
خلد,/khuld/
جادویی ساز,/jādūy(')īsāz/
صنو,/sinv/
ژکفر,/žakfar/
بره,/bar[r]ih/
ضراب,/zarrāb/
ضراب خانه,/zarrābkhānih/
کالیوه,/kālīvih/
برونی,/burūnī/
باسم,/bāsim/
نایب,/nāy(')ib/
باسلیقه,/bāsalīqih/
دارایی,/dārāy(')ī/
پرخون,/purkhūn/
چوبینه,/chūbīnih/
کول,/kaval/
پرخوری,/purkhurī/
گرینویچ,/girīnvīch/
کولاب,/kūlāb/
گرینده,/giryandih/
قسمت خور,/qismatkhur/
قسمت,/qismat/
نادار,/nādār/
مویه,/mūyih/
رنجاننده,/ranjānandih/
انتصاب,/'intisāb/
ناخویشکار,/nākhīshkār/
پروند,/parvand/
نموشک,/namūshak/
قاعدگی,/qā'idigī/
رسام,/rassām/
پرون,/parvan/
نموسک,/namūsak/
فریب,/fa(i)rīb/
قرارنامه,/qarārnāmih/
قاعد,/qā'id/
حاضر,/hāzir/
دارالسلطنه,/dārussaltanih/
اغتراف,/'iqtirāf/
انتعاش,/'inti'āsh/
اغترار,/'iqtirār/
متمایل,/muti(a)māyil/
لتنبر,/latambar/
لتکه,/lutkih/
صعصعه,/sa'sa'ih/
صعدا,/su'adā/
متمتع,/muti(a)matti'/
سخت دل,/sakhtdil/
استمتاع,/'istimtā'/
سخت جان,/sakhtjān/
الکترون,/'ilict[i(u)]run/
الاجه,/'alājih/
الکترونیک,/'ilict[i(u)]runīk/
الا,/'alā/
استمالت,/'istimālat/
متوکل,/muti(a)vakkil/
متوقی,/mutavaqqī/
پراکنیده,/parākanīdih/
پالاییده,/pālāy(')īdih/
چلیپا,/chalīpā/
چله نشین,/chillinishīn/
تنگ خویی,/tangkhūy(')ī/
شب چراغ,/shabchirāq/
دنبالچه,/dumbālchih/
دنبال,/dumbāl/
جوهردار,/ju[w]hardār/
جوهرلیمو,/ju[w]harlīmū/
دفک,/dafak/
غوش,/qūsh/
نایی,/nāyī/
دفق,/dafq/
غوزه,/qūzih/
نای مشکک,/nāymashkak/
پاک عقیده,/pāk[']aqīdih/
سغانه,/saqānih/
برنده,/barandih/
منظر,/manzar/
سولفات,/sūlfāt/
برندک,/barandak/
سایه پسند,/sāyipasand/
دنیاپرست,/dunyāparast/
داموز,/dāmvaz/
مسلمه,/muslimih/
منطیق,/mintīq/
اوصیا,/'u[w]sīyā/
جگرخواره,/jigarkhārih/
ماهو,/māhū/
ماهوار,/māhvār/
اوصال,/'u[w]sāl/
مهمانی,/mihmānī/
غصص,/qusas/
دمامه,/damāmih/
غصبی,/qasbī/
ملالت,/malālat/
اشتقاق,/'ishtiqāq/
فن فروش,/fanfurūsh/
اشتغال,/'ishtiqāl/
فنس,/‌fa(i)ns/
نمل,/naml/
عشیق,/'ashīq/
ملال انگیز,/malāl[']angīz/
عشیره,/'ashīrih/
آداک,/'ādāk/
مرجان,/marjān/
آداش,/'ādāsh/
واهلیدن,/vāhilīdan/
گلدسته,/guldastih/
گلدان,/guldān/
کشتن,/kishtan/
پف,/puf/
واهب العطایا,/vāhibul'atāyā/
پفالود,/pufālūd/
سباح,/sabbāh/
پیخ,/pīkh/
جنات,/jannāt/
کشتنگاه,/kushtangāh/
تهیج,/tahayyuj/
سبات,/subāt/
سبک رو,/sabukru[w]/
زرک,/zarak/
رمژک,/ramžak/
تخالط,/takhālut/
کوره,/kūrih/
تخاقوی ئیل,/takhāqūy'(y)īl/
کورمار,/kūrmār/
مروق,/muravvaq/
آسی,/'āsī/
آسه,/'āsih/
اتمسفر,/'atmusfir/
دری,/darī/
خیانت کار,/khīyānatkār/
خیبت,/khiybat/
چغل,/chaqal/
مابه الاحتیاج,/mābihil'ihtīyāj/
مابه الاختلاف,/mābihil'ikhtilāf/
زیر,/zīr/
اسطرلاب,/'usturlāb/
مرجوم,/marjūm/
غدو,/qadv/
اسطرلابگر,/'usturlābgar/
غدوات,/qadavāt/
فروشستن,/furūshustan/
مؤاخات,/mu'ākhāt/
مواخذ,/mu'ākhaz/
صدیق,/sadīq/
متکافی,/mutakāfī/
معلوم الحال,/ma'lūmulhāl/
مرجوع,/marjū'/
معلی,/mu'allā/
قانقاریا,/qānqārīyā/
متکامل,/mutakāmil/
موفا,/muvaffā/
اطراب,/'itrāb/
دائمی,/dā'imī/
کوهکن,/kūhkan/
درفشنده,"/di(u,a)rfshandih/"
غایی,/qāy(')ī/
درفشان,"/di(u,a)rafshān/"
تانن,/tānan/
آتش نشانی,/'ātashnishānī/
غائله,/qā'ilih/
فراخ رو,/farākhru[w]/
آثار,/'āsār/
مهربانی,/mihr[a]bānī/
تانول,/tānūl/
شتربچه,/shuturbachchih/
شتربانی,/shuturbānī/
اخبار,/'akhbār/
هم تازیانه,/hamtazīyānih/
اشنیان,/'ushnīyān/
همتاب,/hamtāb/
حکمت,/hikmat/
ایجاز,/'ījāz/
پایاپای,/pāyāpāy/
تنفر,/tanaffur/
تنفس,/tanaffus/
مصوب,/musavvab/
تازه نهال,/tāzinahāl/
تازه نفس,/tāzinafas/
مصوت,/musavvit/
پایاب,/pāyāb/
چگال,/chigāl/
جهن,/jahan/
سرب,/sirb/
بزغه,/bazqih/
جهله,/jahalih/
گلخن,/gulkhan/
گلخانه,/gulkhānih/
شیرگی,/shīragī/
ستا,/sa(i)tā/
گوشت تلخ,/gūshttalkh/
تازه ساز,/tāzisāz/
خفتی,/khiftī/
توختن,/tūkhtan/
خفته وراسته,/khufti'urāstih/
